Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.100000	8xVolume: 0.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.900000	8xVolume: 5.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.200000	8xVolume: 1.200000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.200000	8xVolume: 1.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.200000	8xVolume: 1.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.200000	8xVolume: 1.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.200000	8xVolume: 1.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.900000	8xVolume: 5.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.000000	8xVolume: 0.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.200000	8xVolume: 1.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 1.000000	8xVolume: 6.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.700000	8xVolume: 4.200000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.800000	8xVolume: 4.800000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.300000	8xVolume: 1.800000	error: 0.948683	Ntrials: 10
Volume: 0.200000	8xVolume: 1.200000	error: 0.948683	Ntrials: 10
Volume: 0.400000	8xVolume: 2.400000	error: 0.948683	Ntrials: 10
Volume: 0.500000	8xVolume: 3.000000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
Volume: 0.600000	8xVolume: 3.600000	error: 0.948683	Ntrials: 10
